 A 1. Leki refundowane dostępne w aptece na receptę w całym zakresie zarejestrowanych wskazań i przeznaczeń lub we wskazaniu określonym stanem klinicznym,,,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
3970,Tolterodinum,"Tolzurin, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",28 szt.,05909991023522,2019-03-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","26,89","28,23","32,36","16,31",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"20,94"
3971,Tolterodinum,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",30 szt.,05909991249038,2019-05-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","24,30","25,52","29,84","17,47",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"17,61"
3972,Tolterodinum,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",60 szt.,05909991249045,2019-05-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","49,14","51,60","58,33","34,94",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"33,87"
3973,Tolterodinum,"Uroflow 2, tabl. powl., 2 mg",28 szt. (2 blist.po 14 szt.),05909990648641,2019-01-01,3 lata,"75.2, Leki urologiczne stosowane w nietrzymaniu moczu - solifenacyna, tolterodyna","14,53","15,26","17,73","8,15",Zespół pęcherza nadreaktywnego potwierdzony badaniem urodynamicznym,,30%,"12,03"
3974,Topiramatum,"Epitoram, tabl. powl., 100 mg",28 szt. (2 blist.po 14 szt.),05909990649594,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","28,94","30,39","37,19","33,75",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"6,64"
3975,Topiramatum,"Epitoram, tabl. powl., 200 mg",28 szt. (2 blist.po 14 szt.),05909990649617,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","57,89","60,78","71,01","67,50",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"6,71"
3976,Topiramatum,"Epitoram, tabl. powl., 25 mg",28 szt. (2 blist.po 14 szt.),05909990649556,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","7,24","7,60","10,25","8,44",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"5,01"
3977,Topiramatum,"Epitoram, tabl. powl., 50 mg",28 szt. (2 blist.po 14 szt.),05909990649570,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","14,47","15,19","19,54","16,88",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"5,86"
3978,Topiramatum,"Etopro, tabl. powl., 100 mg",28 szt.,05909990061495,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","30,24","31,75","38,55","33,75",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"8,00"
3979,Topiramatum,"Etopro, tabl. powl., 200 mg",28 szt.,05909990061464,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","59,68","62,66","72,89","67,50",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"8,59"
3980,Topiramatum,"Etopro, tabl. powl., 25 mg",28 szt.,05909990061488,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","7,46","7,83","10,48","8,44",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"5,24"
3981,Topiramatum,"Etopro, tabl. powl., 50 mg",28 szt.,05909990061471,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","14,91","15,66","20,02","16,88",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"6,34"
3982,Topiramatum,"Oritop, tabl. powl., 100 mg",60 szt. (1 but.po 60 szt.),05909990715169,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","56,16","58,97","69,61","69,61",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"3,20"
3983,Topiramatum,"Oritop, tabl. powl., 25 mg",60 szt. (1 but.po 60 szt.),05909990715084,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","16,20","17,01","21,58","18,08",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"6,70"
3984,Topiramatum,"Oritop, tabl. powl., 50 mg",60 szt. (1 but.po 60 szt.),05909990715145,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","30,24","31,75","38,85","36,16",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"5,89"
3985,Topiramatum,"Topamax, tabl. powl., 100 mg",1 but.po 28 szt.,05909990759019,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","29,38","30,85","37,64","33,75",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"7,09"
3986,Topiramatum,"Topamax, tabl. powl., 200 mg",1 but.po 28 szt.,05909990759118,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","54,54","57,27","67,50","67,50",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"3,20"
3987,Topiramatum,"Topamax, tabl. powl., 25 mg",1 but.po 28 szt.,05909990758814,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","11,72","12,31","14,96","8,44",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"9,72"
3988,Topiramatum,"Topamax, tabl. powl., 50 mg",1 but.po 28 szt.,05909990758913,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","15,12","15,88","20,24","16,88",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"6,56"
3989,Topiramatum,"Topiramat Bluefish, tabl. powl., 100 mg",28 szt.,05909990780068,2019-05-01,3 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","21,38","22,45","29,25","29,25",Padaczka oporna na leczenie,,ryczałt,"3,20"
3990,Topiramatum,"Topiramat Bluefish, tabl. powl., 200 mg",28 szt.,05909990780136,2019-05-01,3 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","42,88","45,02","55,26","55,26",Padaczka oporna na leczenie,,ryczałt,"3,20"
3991,Topiramatum,"Topiramat Bluefish, tabl. powl., 25 mg",28 szt.,05909990779925,2019-05-01,3 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","5,35","5,62","8,27","8,27",Padaczka oporna na leczenie,,ryczałt,"3,20"
3992,Topiramatum,"Topiramat Bluefish, tabl. powl., 50 mg",28 szt.,05909990779970,2019-05-01,3 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","10,64","11,17","15,53","15,53",Padaczka oporna na leczenie,,ryczałt,"3,20"
3993,Topiramatum,"Toramat, tabl. powl., 100 mg",30 szt. (3 blist.po 10 szt.),05909990671496,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","30,24","31,75","38,85","36,16",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"5,89"
3994,Topiramatum,"Toramat, tabl. powl., 200 mg",30 szt. (3 blist.po 10 szt.),05909990671502,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","60,48","63,50","74,14","72,32",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"5,02"
3995,Topiramatum,"Toramat, tabl. powl., 25 mg",30 szt. (3 blist.po 10 szt.),05909990671472,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","7,56","7,94","10,74","9,04",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"4,90"
3996,Topiramatum,"Toramat, tabl. powl., 50 mg",30 szt. (3 blist.po 10 szt.),05909990671489,"2019-01-01  - dla kolumny M, 2021-01-01  - dla kolumny N","3 lata - dla kolumny M, 2 lata - dla kolumny N","164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat","15,12","15,88","20,45","18,08",Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,"5,57"
3997,Tramadoli hydrochloridum,"Poltram, krople doustne, roztwór, 100 mg/ml",1 but.po 10 ml,05909990969012,2019-11-01,3 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","6,52","6,85","9,37","7,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"3,86"
3998,Tramadoli hydrochloridum,"Poltram, krople doustne, roztwór, 100 mg/ml",1 but.po 10 ml,05909990969012,2019-11-01,3 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","6,52","6,85","9,37","7,87",Nowotwory złośliwe,,bezpłatny do limitu,"1,50"
3999,Tramadoli hydrochloridum,"Poltram, krople doustne, roztwór, 100 mg/ml",1 but.po 96 ml,05909990969029,2019-11-01,3 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","62,59","65,72","76,68","75,60",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"23,76"
4000,Tramadoli hydrochloridum,"Poltram, krople doustne, roztwór, 100 mg/ml",1 but.po 96 ml,05909990969029,2019-11-01,3 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","62,59","65,72","76,68","75,60",Nowotwory złośliwe,,bezpłatny do limitu,"1,08"
4001,Tramadoli hydrochloridum,"Poltram, kaps., 50 mg",20 szt. (2 blist.po 10 szt.),05909990968718,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","6,66","6,99","8,99","6,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"4,48"
4002,Tramadoli hydrochloridum,"Poltram, kaps., 50 mg",20 szt. (2 blist.po 10 szt.),05909990968718,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","6,66","6,99","8,99","6,45",Nowotwory złośliwe,,bezpłatny do limitu,"2,54"
4003,Tramadoli hydrochloridum,"Poltram 100, roztwór do wstrzykiwań, 50 mg/ml",5 amp.po 2 ml,05909990968916,2019-01-01,3 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","6,05","6,35","8,76","8,76",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"2,63"
4004,Tramadoli hydrochloridum,"Poltram 100, roztwór do wstrzykiwań, 50 mg/ml",5 amp.po 2 ml,05909990968916,2019-01-01,3 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","6,05","6,35","8,76","8,76",Nowotwory złośliwe,,bezpłatny do limitu,"0,00"
4005,Tramadoli hydrochloridum,"Poltram 50, roztwór do wstrzykiwań, 50 mg/ml",5 amp.po 1 ml,05909990968817,2019-01-01,3 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","4,17","4,38","5,65","4,38",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"2,58"
4006,Tramadoli hydrochloridum,"Poltram 50, roztwór do wstrzykiwań, 50 mg/ml",5 amp.po 1 ml,05909990968817,2019-01-01,3 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","4,17","4,38","5,65","4,38",Nowotwory złośliwe,,bezpłatny do limitu,"1,27"
4007,Tramadoli hydrochloridum,"Poltram Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg",10 szt. (1 blist.po 10 szt.),05909990967612,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,94","6,24","8,24","6,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"3,73"
4008,Tramadoli hydrochloridum,"Poltram Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg",10 szt. (1 blist.po 10 szt.),05909990967612,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,94","6,24","8,24","6,45",Nowotwory złośliwe,,bezpłatny do limitu,"1,79"
4009,Tramadoli hydrochloridum,"Poltram Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg",30 szt. (3 blist.po 10 szt.),05909990967629,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,67","18,55","23,05","19,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"9,51"
4010,Tramadoli hydrochloridum,"Poltram Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg",30 szt. (3 blist.po 10 szt.),05909990967629,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,67","18,55","23,05","19,35",Nowotwory złośliwe,,bezpłatny do limitu,"3,70"
4011,Tramadoli hydrochloridum,"Poltram Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg",50 szt. (5 blist.po 10 szt.),05909990967636,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","32,39","34,01","40,26","32,25",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"17,69"
4012,Tramadoli hydrochloridum,"Poltram Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg",50 szt. (5 blist.po 10 szt.),05909990967636,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","32,39","34,01","40,26","32,25",Nowotwory złośliwe,,bezpłatny do limitu,"8,01"
4013,Tramadoli hydrochloridum,"Poltram Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg",10 szt. (1 blist.po 10 szt.),05909990967711,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","9,71","10,20","12,95","9,68",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"6,17"
4014,Tramadoli hydrochloridum,"Poltram Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg",10 szt. (1 blist.po 10 szt.),05909990967711,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","9,71","10,20","12,95","9,68",Nowotwory złośliwe,,bezpłatny do limitu,"3,27"
4015,Tramadoli hydrochloridum,"Poltram Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg",30 szt. (3 blist.po 10 szt.),05909990967728,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","28,06","29,46","35,34","29,03",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"15,02"
4016,Tramadoli hydrochloridum,"Poltram Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg",30 szt. (3 blist.po 10 szt.),05909990967728,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","28,06","29,46","35,34","29,03",Nowotwory złośliwe,,bezpłatny do limitu,"6,31"
4017,Tramadoli hydrochloridum,"Poltram Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg",50 szt. (5 blist.po 10 szt.),05909990967735,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","50,27","52,78","60,91","48,38",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"27,04"
4018,Tramadoli hydrochloridum,"Poltram Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg",50 szt. (5 blist.po 10 szt.),05909990967735,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","50,27","52,78","60,91","48,38",Nowotwory złośliwe,,bezpłatny do limitu,"12,53"
4019,Tramadoli hydrochloridum,"Poltram Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg",10 szt. (1 blist.po 10 szt.),05909990967810,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","12,36","12,98","16,48","12,90",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"7,45"
4020,Tramadoli hydrochloridum,"Poltram Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg",10 szt. (1 blist.po 10 szt.),05909990967810,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","12,36","12,98","16,48","12,90",Nowotwory złośliwe,,bezpłatny do limitu,"3,58"
4021,Tramadoli hydrochloridum,"Poltram Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg",30 szt. (3 blist.po 10 szt.),05909990967827,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","34,99","36,74","43,75","38,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"16,66"
4022,Tramadoli hydrochloridum,"Poltram Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg",30 szt. (3 blist.po 10 szt.),05909990967827,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","34,99","36,74","43,75","38,70",Nowotwory złośliwe,,bezpłatny do limitu,"5,05"
4023,Tramadoli hydrochloridum,"Poltram Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg",50 szt. (5 blist.po 10 szt.),05909990967834,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","59,93","62,93","72,43","64,50",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"27,28"
4024,Tramadoli hydrochloridum,"Poltram Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg",50 szt. (5 blist.po 10 szt.),05909990967834,2019-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","59,93","62,93","72,43","64,50",Nowotwory złośliwe,,bezpłatny do limitu,"7,93"
4025,Tramadoli hydrochloridum,"Tramadol Aurovitas, kaps. twarde, 50 mg",20 szt.,05909991362300,2020-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","4,99","5,24","7,24","6,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"2,73"
4026,Tramadoli hydrochloridum,"Tramadol Aurovitas, kaps. twarde, 50 mg",20 szt.,05909991362300,2020-01-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","4,99","5,24","7,24","6,45",Nowotwory złośliwe,,bezpłatny do limitu,"0,79"
4027,Tramadoli hydrochloridum,"Tramadol Krka, tabl. o przedłużonym uwalnianiu, 100 mg",30 szt.,03838989704100,2019-09-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","15,55","16,33","20,83","19,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"7,29"
4028,Tramadoli hydrochloridum,"Tramadol Krka, tabl. o przedłużonym uwalnianiu, 100 mg",30 szt.,03838989704100,2019-09-01,3 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","15,55","16,33","20,83","19,35",Nowotwory złośliwe,,bezpłatny do limitu,"1,48"
