"D. Leki, środki spożywcze specjalnego przeznaczenia żywieniowego oraz wyroby medyczne przysługujące świadczeniobiorcom, o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2020 r. poz. 1398, z późn. zm.)",,,,
LP,Substancja czynna,Nazwa i postać leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt
1915,Telmisartanum + Hydrochlorothiazidum,"Zanacodar Combi, tabl., 80+25 mg",56 szt.,05909991330064
1916,Terazosinum,"Hytrin, tabl., 10 mg",28 szt. (2 blist.po 14 szt.),05909990768011
1917,Terazosinum,"Hytrin, tabl., 2 mg",28 szt. (2 blist.po 14 szt.),05909990767816
1918,Terazosinum,"Hytrin, tabl., 5 mg",28 szt. (2 blist.po 14 szt.),05909990767915
1919,Terazosinum,"Kornam, tabl., 2 mg",30 szt. (3 blist.po 10 szt.),05909990484119
1920,Terazosinum,"Kornam, tabl., 5 mg",30 szt. (3 blist.po 10 szt.),05909990484317
1921,Terbinafinum,"Erfin, tabl., 250 mg",14 szt. (2 blist.po 7 szt.),05909990621057
1922,Terbinafinum,"Erfin, tabl., 250 mg",28 szt. (4 blist.po 7 szt.),05909990621064
1923,Terbinafinum,"Myconafine, tabl., 250 mg",14 szt.,05909990419043
1924,Terbinafinum,"Myconafine, tabl., 250 mg",14 szt. (2 blist.po 7 szt.),05909990419036
1925,Terbinafinum,"Myconafine, tabl., 250 mg",28 szt. (2 blist.po 14 szt.),05909990419050
1926,Terbinafinum,"Terbinafine Aurobindo, tabl., 250 mg",28 szt.,05909990955268
1927,Terbinafinum,"Terbisil, tabl., 250 mg",14 szt. (1 blist.po 14 szt.),05909990950515
1928,Terbinafinum,"Zelefion, tabl., 250 mg",28 szt.,05909990645503
1929,tert-Butylamini Perindoprilum,"Prenessa, tabl., 8 mg",30 szt.,05909990662494
1930,tert-Butylamini Perindoprilum,"Vidotin, tabl., 4 mg",30 szt. (3 blist.po 10 szt.),05909990653614
1931,tert-Butylamini Perindoprilum,"Vidotin, tabl., 8 mg",30 szt. (3 blist.po 10 szt.),05909990653621
1932,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 4+10 mg",30 szt.,05909990908165
1933,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 4+5 mg",30 szt.,05909990908134
1934,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 8+10 mg",30 szt.,05909990908240
1935,tert-Butylamini perindoprilum + Amlodipinum,"Amlessa, tabl., 8+5 mg",30 szt.,05909990908196
1936,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 10 mg",30 szt.,05906414001860
1937,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 10 mg",60 szt.,05906414001877
1938,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 5 mg",30 szt.,05906414001839
1939,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 4 mg + 5 mg",60 szt.,05906414001846
1940,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 10 mg",30 szt.,05906414001921
1941,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 10 mg",60 szt.,05906414001938
1942,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 5 mg",30 szt.,05906414001891
1943,tert-Butylamini perindoprilum + Amlodipinum,"Prestozek Combi, tabl., 8 mg + 5 mg",60 szt.,05906414001907
1944,tert-Butylamini Perindoprilum + Indapamidum,"Co-Prenessa 4 mg/1,25 mg tabletki, tabl., 4+1,25 mg",30 szt. (1 blist.po 30 szt.),05909990746569
1945,tert-Butylamini Perindoprilum + Indapamidum,"Co-Prenessa 4 mg/1,25 mg tabletki, tabl., 4+1,25 mg",30 szt. (3 blist.po 10 szt.),05909990641086
1946,Theophyllinum,"Euphyllin long, kaps. o zmodyfikowanym uwalnianiu, twarde, 200 mg",30 szt. (3 blist.po 10 szt.),05909990450114
1947,Theophyllinum,"Euphyllin long, kaps. o zmodyfikowanym uwalnianiu, twarde, 300 mg",30 szt. (3 blist.po 10 szt.),05909990450213
1948,Theophyllinum,"Theospirex retard 300 mg, tabl. powl. o przedłużonym uwalnianiu, 300 mg",50 szt. (5 blist.po 10 szt.),05909990261215
1949,Theophyllinum,"Theospirex retard, tabl. powl. o przedłużonym uwalnianiu, 150 mg",50 szt. (5 blist.po 10 szt.),05909990803910
1950,Ticlopidinum,"Aclotin, tabl. powl., 0,25 g",20 szt. (1 blist.po 20 szt.),05909990667116
1951,Ticlopidinum,"Aclotin, tabl. powl., 0,25 g",60 szt. (3 blist.po 20 szt.),05909990334971
1952,Ticlopidinum,"Apo-Clodin, tabl. powl., 250 mg",30 szt. (1 but.po 30 szt.),05909990938315
1953,Ticlopidinum,"Apo-Clodin, tabl. powl., 250 mg",60 szt. (1 but.po 60 szt.),05909990646616
1954,Ticlopidinum,"Ifapidin, tabl. powl., 250 mg",20 szt. (2 blist.po 10 szt.),05909990694853
1955,Ticlopidinum,"Ifapidin, tabl. powl., 250 mg",60 szt. (6 blist.po 10 szt.),05909990694846
1956,Timololum,"Cusimolol 0,5%, krople do oczu, roztwór, 5 mg/ml",1 but.po 5 ml,05909990187713
1957,Timololum,"Oftensin, krople do oczu, roztwór, 2,5 mg/ml",5 ml,05909990073610
1958,Timololum,"Oftensin, krople do oczu, roztwór, 5 mg/ml",5 ml,05909990073719
1959,Tiotropii bromidum,"Braltus, proszek do inhalacji w kapsułce twardej, 10 µg/dawkę dostarczaną",30 szt. + 1 inhalator,05909991299545
1960,Tiotropii bromidum,"Spiriva Respimat, roztwór do inhalacji, 2,5 µg/dawkę odmierzoną",1 wkł.po 30 dawek leczniczych (60 dawek odmierzonych) + 1 inhalator Respimat,05909990735839
1961,Tiotropium,"Spiriva, proszek do inhalacji w kaps. twardych, 18 µg/dawkę inhalacyjną",30 szt. (3 blist.po 10 szt. + HandiHaler),05909990985128
1962,Tiotropium,"Spiriva, proszek do inhalacji w kaps. twardych, 18 µg/dawkę inhalacyjną",30 szt. (3 blist.po 10 szt.),05909990985111
1963,Tiotropium,"Srivasso, proszek do inhalacji w kapsułce twardej, 18 µg/dawkę inhalacyjną",30 kaps.,05909991253998
1964,Tiotropium,"Srivasso, proszek do inhalacji w kapsułce twardej, 18 µg/dawkę inhalacyjną",30 kaps. z inhalatorem,05909991254001
1965,Tolterodini tartras,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 2 mg",60 szt.,05909991008642
1966,Tolterodini tartras,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",30 szt.,05909991008666
1967,Tolterodini tartras,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",60 szt.,05909991008680
1968,Tolterodinum,"Defur, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",28 szt.,05909991055271
1969,Tolterodinum,"Defur, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",90 szt.,05909991139520
1970,Tolterodinum,"Titlodine, kaps. o przedłużonym uwalnianiu, twarde, 2 mg",28 szt.,05909991035235
1971,Tolterodinum,"Titlodine, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",28 szt.,05909991035549
1972,Tolterodinum,"Tolzurin, kaps. o przedłużonym uwalnianiu, twarde, 2 mg",28 szt.,05909991023485
1973,Tolterodinum,"Tolzurin, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",28 szt.,05909991023522
1974,Tolterodinum,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",30 szt.,05909991249038
1975,Tolterodinum,"Urimper, kaps. o przedłużonym uwalnianiu, twarde, 4 mg",60 szt.,05909991249045
1976,Tolterodinum,"Uroflow 2, tabl. powl., 2 mg",28 szt. (2 blist.po 14 szt.),05909990648641
1977,Travoprostum,"Rozatrav, krople do oczu, roztwór, 40 µg/ml","1 but.a 2,5 ml",05906414003161
1978,Travoprostum,"Rozatrav, krople do oczu, roztwór, 40 µg/ml","3 but.a 2,5 ml",05906414003178
1979,Travoprostum,"Rozatrav, krople do oczu, roztwór, 40 µg/ml","4 but.a 2,5 ml",05900411002554
1980,Travoprostum,"Travatan, krople do oczu, roztwór, 0,04 mg/ml","1 but.po 2,5 ml",05909990942619
1981,Travoprostum,"Travoprost Genoptim, krople do oczu, roztwór, 40 µg/ml","1 but.po 2,5 ml",05909991197629
1982,Travoprostum,"Vizitrav, krople do oczu, roztwór, 40 µg/ml","1 poj.a 2,5 ml",05909991321949
1983,Travoprostum,"Vizitrav, krople do oczu, roztwór, 40 µg/ml","3 poj.a 2,5 ml",05909991321956
1984,Travoprostum + Timololum,"DuoTrav, krople do oczu, roztwór, 0,04+5 mg/ml","1 but.po 2,5 ml",05909990586172
1985,Travoprostum + Timololum,"Rozaduo, krople do oczu, roztwór, 0,04+5 mg/ml","1 but.a 2,5 ml",05909991347802
1986,Travoprostum + Timololum,"Rozaduo, krople do oczu, roztwór, 0,04+5 mg/ml","3 but.a 2,5 ml",05909991347819
1987,Travoprostum + Timololum,"Rozaduo, krople do oczu, roztwór, 0,04+5 mg/ml","4 but.a 2,5 ml",05909991347826
1988,Travoprostum + Timololum,"Travoprost+Timolol Genoptim, krople do oczu, roztwór, 0,04+5 mg/ml","1 but.a 2,5 ml",05909991350420
1989,Trazodoni hydrochloridum,"Trittico XR, tabl. powl. o przedłużonym uwalnianiu, 300 mg",30 szt.,05909991094799
1990,Trazodonum,"Trittico CR, tabl. o przedłużonym uwalnianiu, 150 mg",20 szt. (2 blist.po 10 szt.),05909990918720
1991,Trazodonum,"Trittico CR, tabl. o przedłużonym uwalnianiu, 150 mg",60 szt. (6 blist.po 10 szt.),05909990715497
1992,Trazodonum,"Trittico CR, tabl. o przedłużonym uwalnianiu, 75 mg",30 szt. (2 blist.po 15 szt.),05909990918621
1993,Umeclidinii bromidum,"Incruse Ellipta, proszek do inhalacji, 55 μg",30 daw.,05909991108953
1994,Umeclidinii bromidum + Vilanterolum,"Anoro Ellipta, proszek do inhalacji, podzielony, 55+22 µg",1 inhalator po 30 dawek,05909991108984
1995,Valsartanum,"Avasart, tabl. powl., 160 mg",28 szt.. (4 blist.po 7 szt.),05909990773763
1996,Valsartanum,"Avasart, tabl. powl., 80 mg",28 szt.. (4 blist.po 7 szt.),05909990773695
1997,Valsartanum,"Awalone, tabletki powlekane, 160 mg",28 tabl.,05909990688739
1998,Valsartanum,"Awalone, tabletki powlekane, 80 mg",28 tabl.,05909990688548
1999,Valsartanum,"Axudan, tabl. powl., 160 mg",28 szt.,05909991230395
2000,Valsartanum,"Axudan, tabletki powlekane, 160 mg",28 tabl.,05909991253912
2001,Valsartanum,"Axudan, tabletki powlekane, 80 mg",28 tabl.,05909991253226
2002,Valsartanum,"Bespres, tabl. powl., 160 mg",28 szt. (2 blist.po 14 szt.),05909990751877
2003,Valsartanum,"Bespres, tabl. powl., 80 mg",28 szt. (2 blist.po 14 szt.),05909990751594
2004,Valsartanum,"Bespres, tabletki powlekane, 160 mg",28 tabl.,05909991350680
2005,Valsartanum,"Diovan, tabl. powl., 160 mg",14 szt. (1 blist.po 14 szt.),05909990929238
2006,Valsartanum,"Diovan, tabl. powl., 160 mg",28 szt. (2 blist.po 14 szt.),05909990929214
2007,Valsartanum,"Diovan, tabl. powl., 80 mg",28 szt. (2 blist.po 14 szt.),05909990929115
2008,Valsartanum,"Dipper - Mono, tabl. powl., 160 mg",28 szt.,05909990831067
2009,Valsartanum,"Dipper - Mono, tabl. powl., 160 mg",56 szt.,05909990831081
2010,Valsartanum,"Dipper - Mono, tabl. powl., 320 mg",28 szt.,05909990831159
2011,Valsartanum,"Dipper - Mono, tabl. powl., 80 mg",28 szt.,05909990830961
2012,Valsartanum,"Dipper - Mono, tabl. powl., 80 mg",56 szt.,05909990830985
2013,Valsartanum,"Ivisart, tabl., 80 mg",28 szt.,05909990685981
2014,Valsartanum,"Tensart, tabl. powl., 160 mg",28 szt. (4 blist.po 7 szt.),05909990682065
2015,Valsartanum,"Tensart, tabl. powl., 80 mg",28 szt. (4 blist.po 7 szt.),05909990681877
2016,Valsartanum,"Valorion, tabletki powlekane, 160 mg",28 tabl.,05909991299590
2017,Valsartanum,"Valorion, tabletki powlekane, 80 mg",28 tabl.,05909991299583
2018,Valsartanum,"Valsacor 160 mg tabletki powlekane, tabl. powl., 160 mg",28 szt. (4 blist.po 7 szt.),05909990074969
2019,Valsartanum,"Valsacor 160 mg tabletki powlekane, tabl. powl., 160 mg",90 szt.,05909990818990
2020,Valsartanum,"Valsacor 160, tabl. powl., 160 mg",60 szt.,05909990818983
2021,Valsartanum,"Valsacor 320 mg tabletki powlekane, tabl. powl., 320 mg",28 szt.,05909990779147
2022,Valsartanum,"Valsacor 320 mg tabletki powlekane, tabl. powl., 320 mg",28 szt.,05909991216306
2023,Valsartanum,"Valsacor 80 mg tabletki powlekane, tabl. powl., 80 mg",28 szt. (4 blist.po 7 szt.),05909990074945
2024,Valsartanum,"Valsacor 80 mg tabletki powlekane, tabl. powl., 80 mg",90 szt.,05909990818860
2025,Valsartanum,"Valsacor 80, tabl. powl., 80 mg",60 szt.,05909990818853
2026,Valsartanum,"Valsartan Aurovitas, tabletki powlekane, 160 mg",28 tabl.,05909991345815
2027,Valsartanum,"Valsartan Aurovitas, tabletki powlekane, 80 mg",28 tabl.,05909991345785
2028,Valsartanum,"Valsartan Genoptim, tabletki powlekane, 160 mg",28 tabl.,05909991266455
2029,Valsartanum,"Valsartan Genoptim, tabletki powlekane, 160 mg",56 tabl.,05909991266479
2030,Valsartanum,"Valsartan Genoptim, tabletki powlekane, 80 mg",28 tabl.,05909991266387
2031,Valsartanum,"Valsartan Medical Valley, tabl. powl., 160 mg",28 szt.,05909991282608
2032,Valsartanum,"Valsartan Medical Valley, tabl. powl., 80 mg",28 szt.,05909991282455
2033,Valsartanum,"Valtap, tabl. powl., 160 mg",28 szt.,05909990804580
2034,Valsartanum,"Valtap, tabl. powl., 160 mg",56 szt.,05909991088118
2035,Valsartanum,"Valtap, tabl. powl., 80 mg",28 szt.,05909990804542
2036,Valsartanum,"Valtap, tabl. powl., 80 mg",56 szt.,05909991088101
2037,Valsartanum,"Valtap, tabletki powlekane, 160 mg",28 tabl.,05909991344375
2038,Valsartanum,"Valzek, tabl., 160 mg",28 szt.,05909991202330
2039,Valsartanum,"Valzek, tabl., 80 mg",28 szt.,05909991202286
2040,Valsartanum,"Vanatex, tabl. powl., 160 mg",28 szt.,05909990827480
2041,Valsartanum,"Vanatex, tabl. powl., 80 mg",28 szt.,05909990827459
2042,Valsartanum + Hydrochlorothiazidum,"Axudan HCT, tabl. powl., 160+12,5 mg",28 szt.,05909991230234
2043,Valsartanum + Hydrochlorothiazidum,"Axudan HCT, tabl. powl., 160+25 mg",28 szt.,05909991230333
2044,Valsartanum + Hydrochlorothiazidum,"Axudan HCT, tabletki powlekane, 160+12,5 mg",28 tabl.,05909991251857
2045,Valsartanum + Hydrochlorothiazidum,"Axudan HCT, tabletki powlekane, 160+25 mg",28 tabl.,05909991254407
2046,Valsartanum + Hydrochlorothiazidum,"Axudan HCT, tabletki powlekane, 320+25 mg",28 szt.,05909991325749
2047,Valsartanum + Hydrochlorothiazidum,"Axudan HCT, tabletki powlekane, 80+12,5 mg",28 szt.,05909991325572
2048,Valsartanum + Hydrochlorothiazidum,"Co-Bespres, tabl. powl., 160+12,5 mg",28 szt.,05909990874255
2049,Valsartanum + Hydrochlorothiazidum,"Co-Bespres, tabl. powl., 160+25 mg",28 szt.,05909991282028
2050,Valsartanum + Hydrochlorothiazidum,"Co-Bespres, tabl. powl., 160+25 mg",28 szt. (2 blist.po 14 szt.),05909990740864
2051,Valsartanum + Hydrochlorothiazidum,"Co-Bespres, tabl. powl., 80+12,5 mg",28 szt. (2 blist.po 14 szt.),05909990740833
2052,Valsartanum + Hydrochlorothiazidum,"Co-Bespres, tabletki powlekane, 160+25 mg",14 tabl.,05909991305932
2053,Valsartanum + Hydrochlorothiazidum,"Co-Bespres, tabletki powlekane, 160+25 mg",28 tabl.,05909991305949
2054,Valsartanum + Hydrochlorothiazidum,"Co-Diovan, tabl. powl., 160+25 mg",14 szt. (1 blist.po 14 szt.),05909991062927
2055,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 160+12,5 mg",28 szt.,05909990829989
2056,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 160+12,5 mg",56 szt.,05909990830008
2057,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 160+25 mg",28 szt.,05909990830107
2058,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 160+25 mg",56 szt.,05909990830138
2059,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 320+12,5 mg",28 szt.,05909990830176
2060,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 320+25 mg",28 szt.,05909990830244
2061,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 80+12,5 mg",28 szt.,05909990829927
2062,Valsartanum + Hydrochlorothiazidum,"Co-Dipper, tabl. powl., 80+12,5 mg",56 szt.,05909990829941
2063,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 160+12,5 mg",28 szt. (2 blist.po 14 szt.),05909990740246
2064,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 160+12,5 mg",56 tabl.,05909990740253
2065,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 160+12,5 mg",98 szt.,05909990740260
2066,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 160+25 mg",28 szt. (2 blist.po 14 szt.),05909990740277
2067,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 160+25 mg",56 tabl.,05909990740284
2068,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 160+25 mg",98 szt.,05909990740291
2069,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 320+12,5 mg",28 szt.,05909990847464
2070,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 320+25 mg",28 szt.,05909990847501
2071,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 80+12,5 mg",28 tabl.,05909990740192
2072,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 80+12,5 mg",56 tabl.,05909990740208
2073,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabl. powl., 80+12,5 mg",98 szt.,05909990740239
2074,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabletki powlekane, 320+12,5 mg",28 szt.,05909991349721
2075,Valsartanum + Hydrochlorothiazidum,"Co-Valsacor, tabletki powlekane, 320+25 mg",28 szt.,05909991349707
2076,Valsartanum + Hydrochlorothiazidum,"Tensart HCT, tabl. powl., 160+12,5 mg",28 szt. (2 blist.po 14 szt.),05909990704132
2077,Valsartanum + Hydrochlorothiazidum,"Tensart HCT, tabl. powl., 160+25 mg",28 szt. (2 blist.po 14 szt.),05909990704262
2078,Valsartanum + Hydrochlorothiazidum,"Valsartan + HCT Genoptim, tabletki powlekane, 160+12,5 mg",28 tabl.,05909991136116
2079,Valsartanum + Hydrochlorothiazidum,"Valsartan + HCT Genoptim, tabletki powlekane, 160+25 mg",28 tabl.,05909991136376
2080,Valsartanum + Hydrochlorothiazidum,"Valsartan + HCT Genoptim, tabletki powlekane, 80+12,5 mg",28 tabl.,05909991135850
2081,Valsartanum + Hydrochlorothiazidum,"Valsartan + hydrochlorothiazide Krka, tabl. powl., 160+12,5 mg",28 szt.,05909990847600
2082,Valsartanum + Hydrochlorothiazidum,"Valsartan + hydrochlorothiazide Krka, tabl. powl., 160+25 mg",28 szt.,05909990847655
2083,Valsartanum + Hydrochlorothiazidum,"Valtap HCT, tabl. powl., 160+12,5 mg",28 szt.,05909990801961
2084,Valsartanum + Hydrochlorothiazidum,"Valtap HCT, tabl. powl., 160+12,5 mg",56 szt.,05909991067557
2085,Valsartanum + Hydrochlorothiazidum,"Valtap HCT, tabl. powl., 160+25 mg",28 szt.,05909990802005
2086,Valsartanum + Hydrochlorothiazidum,"Valtap HCT, tabl. powl., 160+25 mg",56 szt.,05909991067564
2087,Valsartanum + Hydrochlorothiazidum,"Vanatex HCT, tabl. powl., 160+12,5 mg",28 szt.,05909990862375
2088,Valsartanum + Hydrochlorothiazidum,"Vanatex HCT, tabl. powl., 160+25 mg",28 szt.,05909990862399
2089,Valsartanum + Hydrochlorothiazidum,"Vanatex HCT, tabl. powl., 80+12,5 mg",28 szt.,05909990862351
2090,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, 150 mg",60 szt.,05909991197735
2091,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, 75 mg",60 szt.,05909991197728
2092,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt.,05909990047956
2093,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",30 szt.,05909991383886
2094,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",30 szt.,05909991394400
2095,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",28 szt. (2 blist.po 14 szt.),05909990047901
2096,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt.,05909990047895
2097,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",30 szt.,05909991383978
2098,Venlafaxinum,"Alventa, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",30 szt.,05909991394318
2099,Venlafaxinum,"Axyven, tabl. o przedłużonym uwalnianiu, 150 mg",28 szt. (2 blist.po 14 szt.),05909990660650
2100,Venlafaxinum,"Axyven, tabl. o przedłużonym uwalnianiu, 37,5 mg",28 szt. (2 blist.po 14 szt.),05909990660636
2101,Venlafaxinum,"Axyven, tabl. o przedłużonym uwalnianiu, 75 mg",28 szt. (2 blist.po 14 szt.),05909990660643
2102,Venlafaxinum,"Efectin ER 150, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt. (2 blist.po 14 szt.),05909990494019
2103,Venlafaxinum,"Efectin ER 75, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt. (2 blist.po 14 szt.),05909990493913
2104,Venlafaxinum,"Efevelon SR, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt.,05909990715374
2105,Venlafaxinum,"Efevelon SR, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",28 szt.,05909990715299
2106,Venlafaxinum,"Efevelon SR, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt.,05909990715350
2107,Venlafaxinum,"Faxigen XL 150 mg, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt.,05909990721528
2108,Venlafaxinum,"Faxigen XL 37,5 mg, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",28 szt.,05909990721498
2109,Venlafaxinum,"Faxigen XL 75 mg, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt.,05909990721504
2110,Venlafaxinum,"Faxolet ER, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt.,05909990691883
2111,Venlafaxinum,"Faxolet ER, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",28 szt.,05909990691760
2112,Venlafaxinum,"Faxolet ER, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt.,05909990691906
2113,Venlafaxinum,"Lafactin, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt.,05909991377168
2114,Venlafaxinum,"Lafactin, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",28 szt.,05909991377502
2115,Venlafaxinum,"Lafactin, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt.,05909991377359
2116,Venlafaxinum,"Oriven, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt.,05909990795826
2117,Venlafaxinum,"Oriven, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",98 szt.,05909990795833
2118,Venlafaxinum,"Oriven, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",28 szt.,05909990795802
2119,Venlafaxinum,"Oriven, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",98 szt.,05909990795819
2120,Venlafaxinum,"Oriven, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt.,05909990795789
2121,Venlafaxinum,"Oriven, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",98 szt.,05909990795796
2122,Venlafaxinum,"Prefaxine, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt. (4 blist.po 7 szt.),05909990727520
2123,Venlafaxinum,"Prefaxine, kaps. o przedłużonym uwalnianiu, twarde, 37,5 mg",28 szt. (4 blist.po 7 szt.),05909990727490
2124,Venlafaxinum,"Prefaxine, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt. (4 blist.po 7 szt.),05909990727506
2125,Venlafaxinum,"Symfaxin ER, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt.,05909991092030
2126,Venlafaxinum,"Symfaxin ER, kaps. o przedłużonym uwalnianiu, twarde, 75 mg",28 szt.,05909991091996
2127,Venlafaxinum,"Symfaxin ER, kapsułki o przedłużonym uwalnianiu, twarde, 37,5 mg",28 kaps.,05909991135096
2128,Venlafaxinum,"Velafax, tabl., 37,5 mg",28 szt.,05909991093815
2129,Venlafaxinum,"Velafax, tabl., 37,5 mg",56 szt.,05909991093822
2130,Venlafaxinum,"Velafax, tabl., 75 mg",28 szt.,05909991093914
2131,Venlafaxinum,"Velafax, tabl., 75 mg",56 szt.,05909991093921
2132,Venlafaxinum,"Velaxin ER 150 mg, kaps. o przedłużonym uwalnianiu, twarde, 150 mg",28 szt. (2 blist.po 14 szt.),05909990056293
